# Nominal_15 (Up to date)
# 1086 data points written for 54 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (80,7 m/s)
#
# Tempo (s);Altitude (ft);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.1;0;0;-0.29147;0;0.30175;0;0;0;0;0;0.078099;32.941;-106.92;0.9985;0;0;0;0;1174.1;214.93;350.97;6.2843;NaN;62.568;NaN;0;0;216.33;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.0040292
0.11;0;0;-0.2304;0;0.23852;0;0;0;0;0;0.061735;32.941;-106.92;0.9985;0;0;0;0;1174;214.75;350.94;6.284;NaN;62.566;NaN;0;0;236.93;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.0043096
0.12;0;0;-0.16931;0;0.17528;0;0;0;0;0;0.045365;32.941;-106.92;0.9985;0;0;0;0;1173.8;214.58;350.91;6.2837;NaN;62.564;NaN;0;0;257.54;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.0045961
0.13;0;0;-0.1082;0;0.11201;0;0;0;0;0;0.028991;32.941;-106.92;0.9985;0;0;0;0;1173.6;214.4;350.88;6.2834;NaN;62.562;NaN;0;0;278.14;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.0050755
0.14;0;0;-0.04707;0;0.04873;0;0;0;0;0;0.012612;32.941;-106.92;0.9985;0;0;0;0;1173.4;214.22;350.85;6.2831;NaN;62.56;NaN;0;0;298.74;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.0055926
0.15;0;0;0.014077;0;0.014573;0;0;0;0;0;0.0037718;32.941;-106.92;0.9985;0;0;0;0;1173.3;214.04;350.82;6.2828;NaN;62.558;NaN;0;0;319.35;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.010451
0.16;2.2798e-5;0.0045673;0.075241;0.0047285;0.077895;6.1088e-6;0;6.1088e-6;0;0.0012238;0.020161;32.941;-106.92;0.9985;0;0;0;0;1173.1;213.87;350.79;6.2825;NaN;62.556;NaN;4.2932e-6;228.05;339.95;2.4107e-8;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8239e-8;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.010722
0.17;1.8968e-4;0.028816;0.13642;0.029833;0.14124;5.0823e-5;0;5.0823e-5;0;0.0077213;0.036555;32.941;-106.92;0.9985;0;0;0;0;1172.9;213.69;350.76;6.2822;NaN;62.554;NaN;2.7087e-5;1438.8;360.55;9.596e-7;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1507e-7;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.011041
0.18;6.9748e-4;0.072753;0.19763;0.075319;0.2046;1.8689e-4;0;1.8689e-4;0;0.019494;0.052954;32.941;-106.92;0.9985;0;0;0;0;1172.7;213.51;350.73;6.2819;NaN;62.552;NaN;6.8386e-5;3632.5;381.16;6.1167e-6;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.9053e-7;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.011343
0.19;0.0017431;0.13638;0.25885;0.14119;0.26798;4.6706e-4;0;4.6706e-4;0;0.036544;0.069357;32.941;-106.92;0.9985;0;0;0;0;1172.5;213.33;350.7;6.2816;NaN;62.55;NaN;1.282e-4;6809.5;401.76;2.1495e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.4463e-7;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.011522
0.2;0.0035235;0.21971;0.32008;0.22746;0.33138;9.4413e-4;0;9.4413e-4;0;0.058872;0.085766;32.941;-106.92;0.9985;0;0;0;0;1172.4;213.16;350.67;6.2813;NaN;62.547;NaN;2.0652e-4;10970;422.36;5.4131e-5;1.2497;1.2497;1.1585;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.7739e-7;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.011699
0.21;0.0062358;0.32275;0.38134;0.33413;0.39479;0.0016709;0;0.0016709;0;0.08648;0.10218;32.941;-106.92;0.9985;0;0;0;0;1172.2;212.98;350.64;6.281;NaN;62.545;NaN;3.0338e-4;16115;442.97;1.0327e-4;1.1049;1.1049;1.0137;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.2888e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.01189
0.22;0.010077;0.44549;0.44262;0.46121;0.45823;0.0027001;0;0.0027001;0;0.11937;0.1186;32.941;-106.92;0.9985;0;0;0;0;1172;212.8;350.61;6.2807;NaN;62.543;NaN;4.1875e-4;22243;463.57;1.7869e-4;1.0034;1.0034;0.91225;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.779e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.012148
0.23;0.015244;0.58796;0.50391;0.6087;0.52169;0.0040846;0;0.0040846;0;0.15754;0.13502;32.941;-106.92;0.9985;0;0;0;0;1171.8;212.62;350.58;6.2804;NaN;62.541;NaN;5.5267e-4;29356;484.17;2.878e-4;0.92783;0.92783;0.83664;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.3479e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.01242
0.24;0.021935;0.75014;0.56522;0.7766;0.58516;0.0058773;0;0.0058773;0;0.201;0.15145;32.941;-106.92;0.9985;0;0;0;0;1171.7;212.45;350.55;6.2801;NaN;62.539;NaN;7.0512e-4;37454;504.77;4.3874e-4;0.86894;0.86894;0.77775;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.9956e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.012715
0.25;0.030346;0.93206;0.62655;0.96494;0.64866;0.0081311;0;0.0081311;0;0.24974;0.16788;32.941;-106.92;0.9985;0;0;0;0;1171.5;212.27;350.52;6.2798;NaN;62.537;NaN;8.7611e-4;46537;525.38;6.4039e-4;0.82154;0.82154;0.73034;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.7221e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.01299
0.26;0.040674;1.1337;0.6879;1.1737;0.71217;0.010899;0;0.010899;0;0.30378;0.18432;32.941;-106.92;0.9985;0;0;0;0;1171.3;212.09;350.49;6.2795;NaN;62.535;NaN;0.0010657;56606;545.98;9.0233e-4;0.7824;0.7824;0.69121;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.5273e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.01314
0.27;0.053118;1.3551;0.74927;1.4029;0.7757;0.014233;0;0.014233;0;0.3631;0.20077;32.941;-106.92;0.9985;0;0;0;0;1171.1;211.92;350.46;6.2792;NaN;62.533;NaN;0.0012738;67660;566.58;0.0012348;0.74943;0.74943;0.65824;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.4114e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.013366
# Event LIFTOFF occurred at t=0.28 seconds
0.28;0.067875;1.5962;0.81065;1.6525;0.83925;0.018187;0;0.018187;0;0.42771;0.21721;32.941;-106.92;0.9985;0;0;0;0;1170.9;211.74;350.43;6.2789;NaN;62.531;NaN;0.0015004;79700;587.19;0.0016488;0.72119;0.72119;0.63;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.3744e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.013634
0.29;0.085142;1.8571;0.87206;1.9226;0.90282;0.022814;0;0.022814;0;0.49762;0.23367;32.941;-106.92;0.9985;0;0;0;0;1170.8;211.56;350.4;6.2786;NaN;62.528;NaN;0.0017457;92726;607.79;0.002156;0.69668;0.69668;0.60548;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.4162e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.013885
0.3;0.10512;2.1378;0.93348;2.2132;0.96641;0.028166;0;0.028166;0;0.57282;0.25013;32.941;-106.92;0.9985;0;0;0;0;1170.6;211.38;350.37;6.2783;NaN;62.526;NaN;0.0020095;106738;628.39;0.0027686;0.67515;0.67515;0.58395;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.537e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.014156
0.31;0.128;2.4382;0.99492;2.5242;1.03;0.034296;0;0.034296;0;0.65331;0.26659;32.941;-106.92;0.9985;0;0;0;0;1170.4;211.21;350.34;6.278;NaN;62.524;NaN;0.0022918;121738;649;0.0034995;0.65605;0.65605;0.56486;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.7366e-6;5.7087;25.595;75;0;NaN;45.077;12.742;1101.4;0.01;0.014427
0.32;0.15398;2.7584;1.0564;2.8557;1.0936;0.041258;0;0.041258;0;0.7391;0.28306;32.941;-106.92;0.9985;0;0;0;0;1170.2;211.03;350.31;6.2777;NaN;62.522;NaN;0.0025928;137724;669.6;0.0043624;0.63898;0.63898;0.54778;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1015e-5;5.7087;25.595;75;0;NaN;45.076;12.742;1101.4;0.01;0.014695
0.33;0.18326;3.0983;1.1179;3.2076;1.1573;0.049105;0;0.049105;0;0.8302;0.29953;32.941;-106.92;0.9985;0;0;0;0;1170.1;210.85;350.28;6.2774;NaN;62.52;NaN;0.0029124;154698;690.2;0.0053714;0.62359;0.62359;0.53239;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.2373e-5;5.7087;25.595;75;0;NaN;45.076;12.742;1101.4;0.01;0.014952
0.34;0.21604;3.4581;1.1794;3.5801;1.221;0.057889;0;0.057889;0;0.92659;0.31601;32.941;-106.92;0.9985;0;0;0;0;1169.9;210.67;350.25;6.2771;NaN;62.518;NaN;0.0032505;172660;710.8;0.0065414;0.60963;0.60963;0.51844;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3809e-5;5.7087;25.595;75;0;NaN;45.076;12.742;1101.4;0.01;0.015217
0.35;0.25252;3.8376;1.2409;3.973;1.2846;0.067663;0;0.067663;0;1.0283;0.33249;32.941;-106.92;0.9985;0;0;0;0;1169.7;210.5;350.22;6.2768;NaN;62.516;NaN;0.0036073;191609;731.41;0.0078878;0.5969;0.5969;0.50571;0.036816;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5325e-5;5.7087;25.595;75;0;NaN;45.076;12.742;1101.4;0.01;0.015525
0.36;0.2929;4.2369;1.3024;4.3864;1.3483;0.078481;0;0.078481;0;1.1353;0.34898;32.941;-106.92;0.9985;0;0;0;0;1169.5;210.32;350.19;6.2765;NaN;62.514;NaN;0.0039826;211547;752.01;0.0094268;0.58523;0.58523;0.49404;0.036816;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.692e-5;5.7087;25.595;75;0;NaN;45.076;12.742;1101.4;0.01;0.015674
0.37;0.33736;4.6561;1.3639;4.8203;1.4121;0.090395;0;0.090395;0;1.2476;0.36547;32.941;-106.92;0.9985;0;0;0;0;1169.3;210.14;350.15;6.2762;NaN;62.512;NaN;0.0043766;232473;772.61;0.011175;0.57448;0.57448;0.48329;0.036817;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8593e-5;5.7087;25.595;75;0;NaN;45.076;12.742;1101.4;0.01;0.015851
0.38;0.38612;5.095;1.4255;5.2747;1.4758;0.10346;0;0.10346;0;1.3652;0.38196;32.941;-106.92;0.9985;0;0;0;0;1169.2;209.96;350.12;6.276;NaN;62.509;NaN;0.0047892;254389;793.22;0.01315;0.56454;0.56454;0.47335;0.036818;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0346e-5;5.7087;25.595;75;0;NaN;45.076;12.742;1101.4;0.01;0.016064
0.39;0.43936;5.5537;1.4871;5.7496;1.5396;0.11773;0;0.11773;0;1.4881;0.39847;32.941;-106.92;0.9985;0;0;0;0;1169;209.79;350.09;6.2757;NaN;62.507;NaN;0.0052204;277293;813.82;0.015369;0.55532;0.55532;0.46412;0.036819;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.2178e-5;5.7087;25.595;75;0;NaN;45.075;12.742;1101.4;0.01;0.01631
0.4;0.49729;6.0323;1.5487;6.2451;1.6033;0.13325;0;0.13325;0;1.6163;0.41497;32.941;-106.92;0.9985;0;0;0;0;1168.8;209.61;350.06;6.2754;NaN;62.505;NaN;0.0056702;301186;834.42;0.017851;0.54672;0.54672;0.45552;0.036821;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4089e-5;5.7087;25.595;75;0;NaN;45.075;12.742;1101.4;0.01;0.016561
0.41;0.5601;6.5307;1.6103;6.761;1.6671;0.15008;0;0.15008;0;1.7499;0.43148;32.941;-106.92;0.9985;0;0;0;0;1168.6;209.43;350.03;6.2751;NaN;62.503;NaN;0.0061387;326069;855.03;0.020615;0.53869;0.53869;0.44748;0.036822;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.6079e-5;5.7087;25.595;75;0;NaN;45.075;12.742;1101.4;0.01;0.016809
0.42;0.628;7.0489;1.672;7.2975;1.7309;0.16827;0;0.16827;0;1.8887;0.448;32.941;-106.92;0.9985;0;0;0;0;1168.5;209.25;350;6.2748;NaN;62.501;NaN;0.0066258;351942;875.63;0.02368;0.53116;0.53116;0.43995;0.036824;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.8149e-5;5.7087;25.595;75;0;NaN;45.075;12.742;1101.4;0.01;0.017059
0.43;0.70118;7.5869;1.7336;7.8545;1.7948;0.18788;0;0.18788;0;2.0329;0.46452;32.941;-106.92;0.9985;0;0;0;0;1168.3;209.08;349.97;6.2745;NaN;62.499;NaN;0.0071315;378805;896.23;0.027068;0.52409;0.52409;0.43288;0.036826;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.0297e-5;5.7087;25.595;75;0;NaN;45.074;12.742;1101.4;0.01;0.017349
0.44;0.77984;8.1448;1.7953;8.4321;1.8586;0.20896;0;0.20896;0;2.1824;0.48105;32.941;-106.92;0.9985;0;0;0;0;1168.1;208.9;349.94;6.2742;NaN;62.497;NaN;0.0076559;406659;916.83;0.030799;0.51743;0.51743;0.42621;0.036828;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.2525e-5;5.7087;25.595;75;0;NaN;45.074;12.742;1101.4;0.01;0.017602
0.45;0.86417;8.7225;1.857;9.0302;1.9225;0.23155;0;0.23155;0;2.3372;0.49758;32.941;-106.92;0.9985;0;0;0;0;1167.9;208.72;349.91;6.2739;NaN;62.495;NaN;0.008199;435503;937.44;0.034893;0.51114;0.51114;0.41992;0.03683;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.4832e-5;5.7087;25.595;75;0;NaN;45.074;12.742;1101.4;0.01;0.017852
0.46;0.95439;9.3201;1.9187;9.6489;1.9864;0.25573;0;0.25573;0;2.4973;0.51411;32.941;-106.92;0.9985;0;0;0;0;1167.8;208.54;349.88;6.2736;NaN;62.493;NaN;0.0087607;465338;958.04;0.039374;0.50519;0.50519;0.41397;0.036832;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.7219e-5;5.7087;25.595;75;0;NaN;45.074;12.742;1101.4;0.01;0.022415
0.47;1.0507;9.9375;1.9804;10.288;2.0503;0.28153;0;0.28153;0;2.6628;0.53065;32.941;-106.92;0.9985;0;0;0;0;1167.6;208.37;349.85;6.2733;NaN;62.49;NaN;0.0093411;496165;978.64;0.044264;0.49955;0.49955;0.40833;0.036835;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9684e-5;5.7087;25.595;75;0;NaN;45.073;12.742;1101.4;0.01;0.022581
0.48;1.1532;10.575;2.0422;10.948;2.1142;0.30901;0;0.30901;0;2.8335;0.54719;32.941;-106.92;0.9985;0;0;0;0;1167.4;208.19;349.82;6.273;NaN;62.488;NaN;0.0099401;527982;999.25;0.049586;0.49419;0.49419;0.40297;0.036838;0.054385;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.2229e-5;5.7087;25.595;75;0;NaN;45.073;12.742;1101.4;0.01;0.022735
0.49;1.2623;11.232;2.1039;11.628;2.1781;0.33822;0;0.33822;0;3.0096;0.56374;32.941;-106.92;0.9985;0;0;0;0;1167.2;208.01;349.79;6.2727;NaN;62.486;NaN;0.010558;560792;1019.9;0.055364;0.4891;0.4891;0.39787;0.036842;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.4854e-5;5.7087;25.595;75;0;NaN;45.072;12.741;1101.4;0.01;0.022985
0.5;1.378;11.909;2.1657;12.329;2.2421;0.36923;0;0.36923;0;3.191;0.5803;32.941;-106.92;0.9985;0;0;0;0;1167;207.83;349.76;6.2724;NaN;62.484;NaN;0.011194;594594;1040.5;0.061622;0.48425;0.48425;0.39302;0.036845;0.054387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.7557e-5;5.7087;25.595;75;0;NaN;45.072;12.741;1101.4;0.01;0.023238
0.51;1.5005;12.606;2.2275;13.051;2.3061;0.40207;0;0.40207;0;3.3777;0.59686;32.941;-106.92;0.9985;0;0;0;0;1166.9;207.66;349.73;6.2721;NaN;62.482;NaN;0.011849;629387;1061.1;0.068385;0.47962;0.47962;0.38838;0.036849;0.054388;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.034e-5;5.7087;25.595;75;0;NaN;45.072;12.741;1101.4;0.01;0.023489
0.52;1.6302;13.323;2.2893;13.793;2.3701;0.43681;0;0.43681;0;3.5698;0.61342;32.941;-106.92;0.9985;0;0;0;0;1166.7;207.48;349.7;6.2718;NaN;62.48;NaN;0.012523;665173;1081.7;0.075679;0.4752;0.4752;0.38396;0.036854;0.054389;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.3203e-5;5.7087;25.595;75;0;NaN;45.071;12.741;1101.4;0.01;0.023749
0.53;1.7671;14.059;2.3511;14.555;2.4341;0.47349;0;0.47349;0;3.7672;0.62999;32.941;-106.92;0.9985;0;0;0;0;1166.5;207.3;349.67;6.2715;NaN;62.478;NaN;0.013216;701952;1102.3;0.083529;0.47097;0.47097;0.37972;0.036858;0.05439;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.6145e-5;5.7087;25.595;75;0;NaN;45.071;12.741;1101.4;0.01;0.024019
0.54;1.9115;14.816;2.413;15.339;2.4981;0.51218;0;0.51218;0;3.9699;0.64656;32.941;-106.92;0.9985;0;0;0;0;1166.3;207.12;349.64;6.2712;NaN;62.476;NaN;0.013927;739724;1122.9;0.091962;0.46691;0.46691;0.37566;0.036864;0.054391;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.9166e-5;5.7087;25.595;75;0;NaN;45.07;12.741;1101.4;0.01;0.024284
0.55;2.0635;15.592;2.4748;16.143;2.5622;0.55292;0;0.55292;0;4.178;0.66313;32.941;-106.92;0.9985;0;0;0;0;1166.2;206.95;349.61;6.2709;NaN;62.473;NaN;0.014657;778489;1143.5;0.10101;0.46303;0.46303;0.37177;0.036869;0.054392;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.2267e-5;5.7087;25.595;75;0;NaN;45.07;12.741;1101.4;0.01;0.024523
