# Nominal_3 (Up to date)
# 1062 data points written for 53 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (30,7 m/s)
#
# Tempo (s);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
23.321;197.11;-1.0342;205.31;1.0342;1257.9;1.2147;1257.9;0.055325;57.423;0.012707;32.941;-106.92;0.99745;0.065249;0;2.4357;-0.025407;959.21;0;310.49;5.9234;78.374;59.459;3.3135;0.19402;7479058;0;10.235;0.40903;0.40903;0.30538;0.047044;0.056597;0.014024;0.045405;-3.5446e-4;0;0;0;0;0.0013396;7.935e-4;5.7087;25.595;73.823;0.10478;NaN;5.9335;8.3345;1058.1;0.05;0.215
23.371;195.45;-1.0335;203.7;1.0336;1260.8;1.2198;1260.8;0.055432;57.402;0.012633;32.941;-106.92;0.99745;0.067893;0;2.4718;-0.02586;959.21;0;310.49;5.9234;78.369;59.459;3.3127;0.19252;7418825;0;10.068;0.40885;0.40885;0.3054;0.046882;0.056563;0.014592;0.047023;-1.1693e-4;0;0;0;0;0.0014014;7.875e-4;5.7087;25.595;73.701;0.10515;NaN;5.8985;8.3313;1058.1;0.05;0.21531
23.421;193.79;-1.0329;202.1;1.033;1263.7;1.225;1263.7;0.05554;57.382;0.012561;32.941;-106.92;0.99745;0.07064;0;2.5091;-0.025712;959.21;0;310.49;5.9234;78.365;59.459;3.3119;0.19101;7358709;0;9.9033;0.40867;0.40868;0.30542;0.046722;0.056529;0.015182;0.048313;-1.4652e-4;0;0;0;0;0.001467;7.815e-4;5.7087;25.595;73.576;0.10546;NaN;5.8638;8.3281;1058.1;0.05;0.21557
23.471;192.13;-1.0323;200.51;1.0324;1266.5;1.2301;1266.5;0.055648;57.362;0.012489;32.941;-106.92;0.99745;0.073491;0;2.5469;-0.024981;959.21;0;310.49;5.9234;78.36;59.459;3.3111;0.18951;7298710;0;9.7401;0.4085;0.4085;0.30544;0.046563;0.056495;0.015793;0.050744;-2.4964e-4;0;0;0;0;0.0015357;7.7551e-4;5.7087;25.595;73.45;0.10571;NaN;5.8293;8.3249;1058;0.05;0.21583
23.521;190.47;-1.0317;198.91;1.0317;1269.4;1.2353;1269.4;0.055756;57.342;0.012418;32.941;-106.92;0.99745;0.076449;0;2.5858;-0.023392;959.21;0;310.49;5.9234;78.356;59.459;3.3103;0.18801;7238830;0;9.5787;0.40832;0.40833;0.30546;0.046406;0.056462;0.016428;0.052783;3.9163e-4;0;0;0;0;0.0016085;7.6954e-4;5.7087;25.595;73.321;0.10589;NaN;5.7952;8.3218;1058;0.05;0.21608
23.571;188.81;-1.0311;197.32;1.0311;1272.3;1.2405;1272.3;0.055864;57.322;0.012348;32.941;-106.92;0.99745;0.079506;0;2.6258;-0.021559;959.21;0;310.49;5.9234;78.351;59.459;3.3094;0.18651;7179067;0;9.419;0.40815;0.40816;0.30547;0.04625;0.056429;0.017085;0.055276;-2.0194e-4;0;0;0;0;0.0016855;7.6357e-4;5.7087;25.595;73.191;0.106;NaN;5.7614;8.3187;1058;0.05;0.21645
23.621;187.15;-1.0304;195.72;1.0305;1275.1;1.2457;1275.1;0.055972;57.302;0.012278;32.941;-106.92;0.99745;0.082668;0;2.6663;-0.019118;959.21;0;310.49;5.9234;78.346;59.459;3.3086;0.18501;7119421;0;9.2611;0.40798;0.40799;0.30549;0.046096;0.056396;0.017764;0.057189;2.3324e-4;0;0;0;0;0.0017664;7.5761e-4;5.7087;25.595;73.059;0.10607;NaN;5.7279;8.3156;1057.9;0.05;0.21673
23.671;185.49;-1.0298;194.13;1.0299;1278;1.2509;1278;0.05608;57.283;0.012209;32.941;-106.92;0.99745;0.085946;0;2.708;-0.016586;959.21;0;310.49;5.9234;78.341;59.459;3.3077;0.18351;7059894;0;9.1048;0.40781;0.40782;0.30551;0.045943;0.056363;0.018468;0.058846;-4.7857e-4;0;0;0;0;0.0018519;7.5166e-4;5.7087;25.595;72.924;0.10609;NaN;5.6947;8.3125;1057.9;0.05;0.21704
23.721;183.83;-1.0293;192.55;1.0293;1280.9;1.2561;1280.9;0.056188;57.263;0.012141;32.941;-106.92;0.99745;0.089344;0;2.7504;-0.013515;959.21;0;310.49;5.9234;78.336;59.459;3.3069;0.18202;7000485;0;8.9502;0.40765;0.40766;0.30552;0.045792;0.056331;0.019197;0.061072;-2.9024e-4;0;0;0;0;0.0019421;7.4572e-4;5.7087;25.595;72.788;0.10606;NaN;5.6618;8.3095;1057.8;0.05;0.21732
23.771;182.18;-1.0287;190.96;1.0287;1283.7;1.2613;1283.7;0.056297;57.244;0.012073;32.941;-106.92;0.99745;0.092871;0;2.7937;-0.010423;959.21;0;310.49;5.9234;78.331;59.459;3.306;0.18052;6941194;0;8.7973;0.40748;0.40749;0.30554;0.045642;0.056299;0.019955;0.06393;3.9108e-4;0;0;0;0;0.002037;7.3978e-4;5.7087;25.595;72.649;0.10599;NaN;5.6291;8.3065;1057.8;0.05;0.21756
23.821;180.52;-1.0281;189.38;1.0282;1286.6;1.2666;1286.6;0.056405;57.224;0.012007;32.941;-106.92;0.99744;0.096535;0;2.8378;-0.0072525;959.21;0;310.49;5.9234;78.326;59.459;3.3051;0.17903;6882022;0;8.6461;0.40732;0.40733;0.30556;0.045494;0.056268;0.020742;0.065932;2.5397e-4;0;0;0;0;0.0021372;7.3386e-4;5.7087;25.595;72.509;0.10591;NaN;5.5968;8.3035;1057.8;0.05;0.21781
23.871;178.87;-1.0275;187.8;1.0276;1289.5;1.2718;1289.5;0.056513;57.205;0.011941;32.941;-106.92;0.99744;0.10035;0;2.8832;-0.0037876;959.21;0;310.49;5.9234;78.321;59.459;3.3042;0.17754;6822969;0;8.4965;0.40716;0.40717;0.30557;0.045347;0.056236;0.021561;0.068904;-3.2374e-4;0;0;0;0;0.0022434;7.2795e-4;5.7087;25.595;72.366;0.10579;NaN;5.5647;8.3006;1057.7;0.05;0.21806
23.921;177.22;-1.0269;186.22;1.027;1292.3;1.2771;1292.3;0.056621;57.186;0.011876;32.941;-106.92;0.99744;0.1043;0;2.9294;-5.382e-4;959.21;0;310.49;5.9234;78.315;59.459;3.3032;0.17606;6764035;0;8.3486;0.407;0.40701;0.30559;0.045202;0.056205;0.022411;0.0719;4.284e-4;0;0;0;0;0.0023553;7.2205e-4;5.7087;25.595;72.22;0.10565;NaN;5.533;8.2977;1057.7;0.05;0.21843
23.971;175.57;-1.0264;184.64;1.0265;1295.2;1.2824;1295.2;0.056729;57.167;0.011812;32.941;-106.92;0.99744;0.10842;0;2.9765;0.0022358;959.21;0;310.49;5.9234;78.31;59.459;3.3022;0.17457;6705221;0;8.2023;0.40684;0.40685;0.3056;0.045059;0.056175;0.023296;0.074852;-1.9672e-4;0;0;0;0;0.0024735;7.1616e-4;5.7087;25.595;72.073;0.10554;NaN;5.5015;8.2948;1057.7;0.05;0.2187
24.021;173.92;-1.0258;183.07;1.0259;1298;1.2876;1298;0.056837;57.148;0.011748;32.941;-106.92;0.99744;0.11271;0;3.0248;0.0050491;959.21;0;310.49;5.9234;78.304;59.459;3.3013;0.17309;6646527;0;8.0576;0.40668;0.4067;0.30562;0.044917;0.056144;0.024218;0.077818;-2.6127e-4;0;0;0;0;0.0025984;7.1027e-4;5.7087;25.595;71.923;0.10543;NaN;5.4704;8.2919;1057.6;0.05;0.21903
24.071;172.27;-1.0253;181.49;1.0253;1300.9;1.2929;1300.9;0.056945;57.129;0.011686;32.941;-106.92;0.99744;0.11718;0;3.0739;0.0075298;959.21;0;310.49;5.9234;78.299;59.459;3.3003;0.17161;6587954;0;7.9146;0.40653;0.40654;0.30564;0.044776;0.056114;0.025179;0.080043;-2.5089e-4;0;0;0;0;0.0027303;7.044e-4;5.7087;25.595;71.77;0.10533;NaN;5.4395;8.2891;1057.6;0.05;0.21933
24.121;170.62;-1.0247;179.92;1.0248;1303.7;1.2982;1303.7;0.057053;57.11;0.011625;32.941;-106.92;0.99744;0.12186;0;3.124;0.0097024;959.21;0;310.49;5.9234;78.293;59.459;3.2992;0.17013;6529501;0;7.7732;0.40637;0.40639;0.30565;0.044637;0.056084;0.026185;0.083209;-2.6745e-4;0;0;0;0;0.0028693;6.9854e-4;5.7087;25.595;71.615;0.10525;NaN;5.409;8.2863;1057.6;0.05;0.21965
24.171;168.97;-1.0242;178.35;1.0242;1306.6;1.3035;1306.6;0.057161;57.092;0.011565;32.941;-106.92;0.99744;0.12675;0;3.1752;0.011596;959.21;0;310.49;5.9234;78.287;59.459;3.2981;0.16865;6471170;0;7.6334;0.40622;0.40624;0.30567;0.044499;0.056055;0.027237;0.086522;-2.9904e-5;0;0;0;0;0.0030165;6.9269e-4;5.7087;25.595;71.458;0.1052;NaN;5.3787;8.2835;1057.5;0.05;0.21994
24.221;167.32;-1.0236;176.79;1.0237;1309.5;1.3089;1309.5;0.057269;57.073;0.011507;32.941;-106.92;0.99744;0.13188;0;3.2274;0.013403;959.21;0;310.49;5.9234;78.28;59.459;3.297;0.16718;6412962;0;7.4953;0.40607;0.40609;0.30568;0.044363;0.056026;0.02834;0.0906;-1.1682e-4;0;0;0;0;0.003172;6.8685e-4;5.7087;25.595;71.298;0.10516;NaN;5.3487;8.2807;1057.5;0.05;0.22022
24.271;165.68;-1.0231;175.23;1.0232;1312.3;1.3142;1312.3;0.057377;57.055;0.01145;32.941;-106.92;0.99744;0.13725;0;3.2807;0.014756;959.21;0;310.49;5.9234;78.274;59.459;3.2959;0.1657;6354876;0;7.3587;0.40592;0.40595;0.3057;0.044228;0.055997;0.029496;0.094266;3.6592e-4;0;0;0;0;0.0033365;6.8102e-4;5.7087;25.595;71.135;0.10515;NaN;5.319;8.278;1057.5;0.05;0.22041
24.321;164.03;-1.0226;173.66;1.0227;1315.2;1.3195;1315.2;0.057485;57.036;0.011395;32.941;-106.92;0.99744;0.14288;0;3.3354;0.015708;959.21;0;310.49;5.9234;78.267;59.459;3.2947;0.16423;6296913;0;7.2236;0.40577;0.4058;0.30571;0.044095;0.055968;0.030709;0.097691;-2.414e-4;0;0;0;0;0.0035109;6.752e-4;5.7087;25.595;70.97;0.10517;NaN;5.2896;8.2753;1057.4;0.05;0.22067
24.371;162.39;-1.0221;172.11;1.0221;1318;1.3249;1318;0.057593;57.018;0.011341;32.941;-106.92;0.99744;0.14878;0;3.3914;0.016506;959.21;0;310.49;5.9234;78.26;59.459;3.2935;0.16276;6239075;0;7.0902;0.40563;0.40566;0.30573;0.043963;0.05594;0.03198;0.10152;-2.2138e-4;0;0;0;0;0.0036957;6.6939e-4;5.7087;25.595;70.801;0.10523;NaN;5.2605;8.2726;1057.4;0.05;0.22095
24.421;160.74;-1.0216;170.55;1.0216;1320.9;1.3302;1320.9;0.057701;57;0.011288;32.941;-106.92;0.99744;0.15498;0;3.4483;0.016771;959.21;0;310.49;5.9234;78.253;59.459;3.2923;0.1613;6181362;0;6.9583;0.40549;0.40552;0.30574;0.043833;0.055912;0.033315;0.10595;-2.4387e-5;0;0;0;0;0.003891;6.636e-4;5.7087;25.595;70.63;0.10532;NaN;5.2317;8.27;1057.4;0.05;0.22126
24.471;159.1;-1.021;169;1.0211;1323.7;1.3356;1323.7;0.057809;56.982;0.011237;32.941;-106.92;0.99743;0.16149;0;3.5065;0.016694;959.21;0;310.49;5.9234;78.246;59.459;3.291;0.15983;6123775;0;6.828;0.40534;0.40538;0.30576;0.043704;0.055884;0.034717;0.10981;-4.7322e-4;0;0;0;0;0.0040977;6.5781e-4;5.7087;25.595;70.456;0.10547;NaN;5.2032;8.2673;1057.3;0.05;0.22159
24.521;157.46;-1.0205;167.44;1.0206;1326.6;1.3409;1326.6;0.057917;56.963;0.011188;32.941;-106.92;0.99743;0.16833;0;3.566;0.016451;959.21;0;310.49;5.9234;78.238;59.459;3.2897;0.15837;6066314;0;6.6993;0.4052;0.40524;0.30577;0.043576;0.055857;0.036193;0.11514;4.3912e-4;0;0;0;0;0.0043169;6.5204e-4;5.7087;25.595;70.28;0.10564;NaN;5.175;8.2647;1057.3;0.05;0.22763
24.571;155.82;-1.02;165.9;1.0201;1329.4;1.3463;1329.4;0.058024;56.946;0.011141;32.941;-106.92;0.99743;0.17552;0;3.6271;0.015747;959.21;0;310.49;5.9234;78.23;59.459;3.2883;0.15691;6008981;0;6.5721;0.40506;0.4051;0.30578;0.04345;0.05583;0.037744;0.11997;4.7489e-4;0;0;0;0;0.0045496;6.4628e-4;5.7087;25.595;70.1;0.10587;NaN;5.147;8.2622;1057.3;0.05;0.22788
24.621;154.18;-1.0195;164.35;1.0196;1332.3;1.3517;1332.3;0.058132;56.928;0.011095;32.941;-106.92;0.99743;0.18308;0;3.6894;0.014869;959.21;0;310.49;5.9234;78.222;59.459;3.2868;0.15545;5951777;0;6.4464;0.40493;0.40497;0.3058;0.043326;0.055803;0.039374;0.12507;3.6656e-4;0;0;0;0;0.0047963;6.4053e-4;5.7087;25.595;69.917;0.10613;NaN;5.1194;8.2596;1057.2;0.05;0.22815
24.671;152.54;-1.0191;162.81;1.0191;1335.1;1.3571;1335.1;0.05824;56.91;0.011051;32.941;-106.92;0.99743;0.19103;0;3.7532;0.013738;959.21;0;310.49;5.9234;78.213;59.459;3.2853;0.15399;5894703;0;6.3223;0.40479;0.40484;0.30581;0.043202;0.055776;0.04109;0.12993;1.3792e-4;0;0;0;0;0.0050582;6.3479e-4;5.7087;25.595;69.731;0.10643;NaN;5.0921;8.2571;1057.2;0.05;0.2284
24.721;150.9;-1.0186;161.27;1.0186;1337.9;1.3625;1337.9;0.058347;56.892;0.011009;32.941;-106.92;0.99743;0.19938;0;3.8184;0.012496;959.21;0;310.49;5.9234;78.205;59.459;3.2838;0.15254;5837759;0;6.1997;0.40466;0.40471;0.30583;0.043081;0.05575;0.042895;0.13538;-4.0249e-4;0;0;0;0;0.0053361;6.2906e-4;5.7087;25.595;69.542;0.10676;NaN;5.065;8.2546;1057.2;0.05;0.22867
24.771;149.26;-1.0181;159.73;1.0181;1340.8;1.3679;1340.8;0.058455;56.874;0.010969;32.941;-106.92;0.99743;0.20818;0;3.8851;0.01103;959.21;0;310.49;5.9234;78.195;59.459;3.2822;0.15109;5780948;0;6.0786;0.40452;0.40458;0.30584;0.04296;0.055724;0.044795;0.14149;3.2095e-4;0;0;0;0;0.0056309;6.2335e-4;5.7087;25.595;69.349;0.10712;NaN;5.0382;8.2522;1057.2;0.05;0.22893
24.821;147.62;-1.0176;158.19;1.0177;1343.6;1.3733;1343.6;0.058563;56.857;0.01093;32.941;-106.92;0.99743;0.21743;0;3.9533;0.0093837;959.21;0;310.49;5.9234;78.186;59.459;3.2805;0.14964;5724270;0;5.959;0.40439;0.40445;0.30585;0.042841;0.055699;0.046797;0.14762;-3.1155e-4;0;0;0;0;0.0059443;6.1765e-4;5.7087;25.595;69.153;0.10751;NaN;5.0118;8.2497;1057.1;0.05;0.22919
24.871;145.98;-1.0171;156.66;1.0172;1346.5;1.3788;1346.5;0.05867;56.839;0.010894;32.941;-106.92;0.99743;0.22718;0;4.0231;0.0077124;959.21;0;310.49;5.9234;78.176;59.459;3.2787;0.1482;5667727;0;5.8409;0.40426;0.40433;0.30587;0.042724;0.055673;0.048904;0.15388;-2.0598e-4;0;0;0;0;0.0062769;6.1196e-4;5.7087;25.595;68.954;0.10793;NaN;4.9856;8.2473;1057.1;0.05;0.2295
24.921;144.35;-1.0167;155.13;1.0167;1349.3;1.3842;1349.3;0.058778;56.822;0.01086;32.941;-106.92;0.99743;0.23744;0;4.0945;0.00582;959.21;0;310.49;5.9234;78.165;59.459;3.2769;0.14675;5611320;0;5.7244;0.40413;0.4042;0.30588;0.042608;0.055648;0.051126;0.16127;2.9267e-4;0;0;0;0;0.0066305;6.0629e-4;5.7087;25.595;68.751;0.10837;NaN;4.9597;8.245;1057.1;0.05;0.22979
24.971;142.71;-1.0162;153.6;1.0163;1352.2;1.3897;1352.2;0.058885;56.804;0.010827;32.941;-106.92;0.99743;0.24824;0;4.1679;0.003914;959.21;0;310.49;5.9234;78.155;59.459;3.275;0.14531;5555051;0;5.6093;0.40401;0.40408;0.30589;0.042493;0.055623;0.053466;0.16832;-4.9787e-4;0;0;0;0;0.0070075;6.0063e-4;5.7087;25.595;68.544;0.10885;NaN;4.9341;8.2426;1057;0.05;0.23004
25.021;141.08;-1.0157;152.08;1.0158;1355;1.3951;1355;0.058993;56.787;0.010797;32.941;-106.92;0.99743;0.25961;0;4.2429;0.0022503;959.21;0;310.49;5.9234;78.143;59.459;3.273;0.14388;5498922;0;5.4957;0.40388;0.40397;0.3059;0.04238;0.055599;0.055929;0.17603;3.2535e-4;0;0;0;0;0.0074083;5.9499e-4;5.7087;25.595;68.334;0.10933;NaN;4.9088;8.2403;1057;0.05;0.2303
25.071;139.45;-1.0153;150.56;1.0153;1357.8;1.4006;1357.8;0.0591;56.77;0.010769;32.941;-106.92;0.99743;0.27158;0;4.3196;4.7003e-4;959.21;0;310.49;5.9234;78.131;59.459;3.271;0.14244;5442933;0;5.3836;0.40376;0.40385;0.30592;0.042268;0.055575;0.058525;0.18325;-1.8962e-4;0;0;0;0;0.0078347;5.8935e-4;5.7087;25.595;68.12;0.10981;NaN;4.8838;8.238;1057;0.05;0.23056
25.121;137.81;-1.0148;149.04;1.0149;1360.7;1.4061;1360.7;0.059207;56.752;0.010743;32.941;-106.92;0.99743;0.28418;0;4.3983;-0.0011568;959.21;0;310.49;5.9234;78.119;59.459;3.2688;0.14101;5387088;0;5.2729;0.40364;0.40374;0.30593;0.042157;0.055551;0.06126;0.19209;4.1379e-4;0;0;0;0;0.0082887;5.8374e-4;5.7087;25.595;67.902;0.11029;NaN;4.8591;8.2357;1057;0.05;0.23081
25.171;136.18;-1.0144;147.53;1.0144;1363.5;1.4116;1363.5;0.059315;56.735;0.010719;32.941;-106.92;0.99742;0.29744;0;4.4788;-0.0025692;959.21;0;310.49;5.9234;78.106;59.459;3.2665;0.13958;5331387;0;5.1637;0.40352;0.40363;0.30594;0.042048;0.055527;0.064142;0.20073;2.843e-4;0;0;0;0;0.0087724;5.7813e-4;5.7087;25.595;67.68;0.11077;NaN;4.8347;8.2335;1056.9;0.05;0.23109
25.221;134.55;-1.0139;146.01;1.014;1366.3;1.4171;1366.3;0.059422;56.718;0.010697;32.941;-106.92;0.99742;0.31141;0;4.5613;-0.0039428;959.21;0;310.49;5.9234;78.093;59.459;3.2642;0.13815;5275833;0;5.056;0.4034;0.40352;0.30595;0.041941;0.055504;0.06718;0.20981;1.328e-4;0;0;0;0;0.009288;5.7255e-4;5.7087;25.595;67.454;0.11124;NaN;4.8105;8.2312;1056.9;0.05;0.23135
25.271;132.92;-1.0135;144.51;1.0136;1369.2;1.4226;1369.2;0.05953;56.701;0.010677;32.941;-106.92;0.99742;0.32613;0;4.6458;-0.0052684;959.21;0;310.49;5.9234;78.079;59.459;3.2617;0.13673;5220428;0;4.9498;0.40328;0.40341;0.30597;0.041834;0.055481;0.070381;0.21942;-4.9471e-4;0;0;0;0;0.0098377;5.6697e-4;5.7087;25.595;67.224;0.11171;NaN;4.7867;8.2291;1056.9;0.05;0.2316
25.321;131.29;-1.0131;143;1.0131;1372;1.4281;1372;0.059637;56.683;0.01066;32.941;-106.92;0.99742;0.34162;0;4.7325;-0.0064303;959.21;0;310.49;5.9234;78.064;59.459;3.2592;0.13531;5165175;0;4.8449;0.40316;0.40331;0.30598;0.041729;0.055458;0.073755;0.23012;-4.7482e-4;0;0;0;0;0.010424;5.6142e-4;5.7087;25.595;66.989;0.11216;NaN;4.7631;8.2269;1056.9;0.05;0.23186
25.371;129.66;-1.0126;141.5;1.0127;1374.9;1.4336;1374.9;0.059745;56.666;0.010645;32.941;-106.92;0.99742;0.35793;0;4.8213;-0.0074016;959.21;0;310.49;5.9234;78.049;59.459;3.2565;0.13389;5110074;0;4.7416;0.40305;0.40321;0.30599;0.041626;0.055435;0.077312;0.24068;4.212e-4;0;0;0;0;0.011049;5.5588e-4;5.7087;25.595;66.751;0.1126;NaN;4.7399;8.2247;1056.8;0.05;0.23213
25.421;128.03;-1.0122;140;1.0123;1377.7;1.4391;1377.7;0.059852;56.649;0.010632;32.941;-106.92;0.99742;0.37511;0;4.9123;-0.0082991;959.21;0;310.49;5.9234;78.033;59.459;3.2536;0.13248;5055130;0;4.6396;0.40294;0.40311;0.306;0.041523;0.055413;0.081061;0.25244;4.0749e-4;0;0;0;0;0.011718;5.5035e-4;5.7087;25.595;66.507;0.11303;NaN;4.7169;8.2226;1056.8;0.05;0.23239
25.471;126.4;-1.0118;138.51;1.0118;1380.5;1.4447;1380.5;0.059959;56.632;0.010621;32.941;-106.92;0.99742;0.39319;0;5.0056;-0.0089634;959.21;0;310.49;5.9234;78.016;59.459;3.2507;0.13107;5000344;0;4.5391;0.40283;0.40302;0.30601;0.041423;0.055391;0.085014;0.26438;-2.6784e-4;0;0;0;0;0.012431;5.4485e-4;5.7087;25.595;66.259;0.11344;NaN;4.6942;8.2205;1056.8;0.05;0.23264
25.521;124.77;-1.0113;137.02;1.0114;1383.3;1.4503;1383.3;0.060067;56.615;0.010612;32.941;-106.92;0.99742;0.41225;0;5.1011;-0.0094685;959.21;0;310.49;5.9234;77.998;59.459;3.2476;0.12966;4945720;0;4.4401;0.40272;0.40293;0.30602;0.041323;0.05537;0.089182;0.27646;-3.9165e-5;0;0;0;0;0.013192;5.3936e-4;5.7087;25.595;66.007;0.11383;NaN;4.6718;8.2185;1056.8;0.05;0.23291
25.571;123.15;-1.0109;135.53;1.011;1386.2;1.4558;1386.2;0.060174;56.598;0.010606;32.941;-106.92;0.99742;0.43232;0;5.1989;-0.0098171;959.21;0;310.49;5.9234;77.98;59.459;3.2444;0.12826;4891259;0;4.3424;0.40261;0.40284;0.30603;0.041225;0.055348;0.093579;0.28974;-1.8853e-4;0;0;0;0;0.014005;5.3389e-4;5.7087;25.595;65.749;0.11419;NaN;4.6497;8.2165;1056.7;0.05;0.23318
25.621;121.52;-1.0105;134.05;1.0106;1389;1.4614;1389;0.060282;56.581;0.010602;32.941;-106.92;0.99742;0.45347;0;5.2993;-0.0099197;959.21;0;310.49;5.9234;77.96;59.459;3.241;0.12686;4836966;0;4.2462;0.4025;0.40275;0.30605;0.041128;0.055327;0.098218;0.30327;1.0693e-4;0;0;0;0;0.014875;5.2843e-4;5.7087;25.595;65.487;0.11452;NaN;4.6279;8.2145;1056.7;0.05;0.23347
25.671;119.9;-1.0101;132.57;1.0102;1391.8;1.467;1391.8;0.060389;56.564;0.010601;32.941;-106.92;0.99742;0.47577;0;5.402;-0.0099643;959.21;0;310.49;5.9234;77.94;59.459;3.2375;0.12546;4782843;0;4.1514;0.4024;0.40267;0.30606;0.041033;0.055307;0.10311;0.31788;-3.3829e-4;0;0;0;0;0.015804;5.23e-4;5.7087;25.595;65.219;0.11483;NaN;4.6064;8.2125;1056.7;0.05;0.23377
25.721;118.27;-1.0097;131.09;1.0097;1394.7;1.4726;1394.7;0.060497;56.547;0.010602;32.941;-106.92;0.99742;0.49926;0;5.5073;-0.0098808;959.21;0;310.49;5.9234;77.919;59.459;3.2337;0.12407;4728894;0;4.058;0.40229;0.4026;0.30607;0.040939;0.055286;0.10828;0.33333;1.6922e-4;0;0;0;0;0.016798;5.1758e-4;5.7087;25.595;64.946;0.11511;NaN;4.5851;8.2105;1056.7;0.05;0.23405
25.771;116.65;-1.0093;129.62;1.0093;1397.5;1.4782;1397.5;0.060604;56.53;0.010606;32.941;-106.92;0.99742;0.52403;0;5.6154;-0.0097715;959.21;0;310.49;5.9234;77.897;59.459;3.2298;0.12268;4675121;0;3.966;0.40219;0.40253;0.30608;0.040846;0.055266;0.11374;0.3494;4.0598e-4;0;0;0;0;0.017862;5.1218e-4;5.7087;25.595;64.668;0.11538;NaN;4.5642;8.2086;1056.6;0.05;0.23428
25.821;115.02;-1.0089;128.16;1.0089;1400.3;1.4838;1400.3;0.060712;56.513;0.010612;32.941;-106.92;0.99742;0.55014;0;5.726;-0.0095735;959.21;0;310.49;5.9234;77.873;59.459;3.2258;0.12129;4621530;0;3.8754;0.40209;0.40246;0.30609;0.040755;0.055246;0.1195;0.36691;3.1923e-4;0;0;0;0;0.019;5.0681e-4;5.7087;25.595;64.385;0.11563;NaN;4.5435;8.2067;1056.6;0.05;0.23443
25.871;113.4;-1.0085;126.7;1.0085;1403.1;1.4894;1403.1;0.060819;56.496;0.01062;32.941;-106.92;0.99742;0.57766;0;5.8395;-0.0092773;959.21;0;310.49;5.9234;77.849;59.459;3.2215;0.11991;4568123;0;3.7862;0.40199;0.4024;0.3061;0.040664;0.055226;0.12558;0.38473;-1.8572e-4;0;0;0;0;0.020219;5.0145e-4;5.7087;25.595;64.096;0.11586;NaN;4.5232;8.2048;1056.6;0.05;0.23457
25.921;111.78;-1.0081;125.24;1.0081;1406;1.4951;1406;0.060927;56.479;0.010631;32.941;-106.92;0.99742;0.60669;0;5.9558;-0.0088055;959.21;0;310.49;5.9234;77.823;59.459;3.217;0.11853;4514905;0;3.6984;0.40189;0.40234;0.30611;0.040576;0.055207;0.13201;0.40334;3.0803e-4;0;0;0;0;0.021525;4.9611e-4;5.7087;25.595;63.801;0.11607;NaN;4.5031;8.203;1056.6;0.05;0.24196
25.971;110.16;-1.0077;123.79;1.0077;1408.8;1.5007;1408.8;0.061034;56.461;0.010645;32.941;-106.92;0.99742;0.6373;0;6.0749;-0.0083282;959.21;0;310.49;5.9234;77.796;59.459;3.2123;0.11716;4461880;0;3.612;0.40179;0.40229;0.30612;0.040488;0.055188;0.1388;0.42245;3.6507e-4;0;0;0;0;0.022923;4.908e-4;5.7087;25.595;63.5;0.11625;NaN;4.4833;8.2012;1056.5;0.05;0.2422
26.021;108.54;-1.0073;122.34;1.0073;1411.6;1.5064;1411.6;0.061142;56.444;0.010662;32.941;-106.92;0.99741;0.6696;0;6.1969;-0.0077473;959.21;0;310.49;5.9234;77.768;59.459;3.2073;0.11579;4409052;0;3.527;0.4017;0.40225;0.30613;0.040402;0.055169;0.14598;0.44367;-1.7165e-5;0;0;0;0;0.024421;4.8551e-4;5.7087;25.595;63.193;0.11642;NaN;4.4638;8.1994;1056.5;0.05;0.24234
