# Nominal_11 (Up to date)
# 1081 data points written for 54 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (61,1 m/s)
#
# Tempo (s);Altitude (ft);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.19;0.0013862;0.1191;0.24766;0.12133;0.2523;2.6945e-4;0;2.6945e-4;0;0.023151;0.048141;32.941;-106.92;0.9985;0;0;0;0;1172.5;213.33;350.7;6.2816;NaN;62.55;NaN;1.1016e-4;5851.7;401.76;1.5873e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.6509e-7;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.011473
0.2;0.0029759;0.19884;0.3099;0.20256;0.3157;5.7845e-4;0;5.7845e-4;0;0.03865;0.060238;32.941;-106.92;0.9985;0;0;0;0;1172.4;213.16;350.67;6.2813;NaN;62.547;NaN;1.8391e-4;9769;422.36;4.4238e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.7643e-7;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.011622
0.21;0.005463;0.29859;0.37215;0.30418;0.37912;0.0010619;0;0.0010619;0;0.058041;0.072339;32.941;-106.92;0.9985;0;0;0;0;1172.2;212.98;350.64;6.281;NaN;62.545;NaN;2.7618e-4;14670;442.97;8.8123e-5;1.1376;1.1376;1.0464;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.166e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.011806
0.22;0.0090478;0.41838;0.43442;0.42621;0.44255;0.0017587;0;0.0017587;0;0.081326;0.084443;32.941;-106.92;0.9985;0;0;0;0;1172;212.8;350.61;6.2807;NaN;62.543;NaN;3.8698e-4;20556;463.57;1.5616e-4;1.0268;1.0268;0.93562;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6337e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.012052
0.23;0.013931;0.55821;0.49671;0.56866;0.50601;0.0027079;0;0.0027079;0;0.10851;0.096551;32.941;-106.92;0.9985;0;0;0;0;1171.8;212.62;350.58;6.2804;NaN;62.541;NaN;5.1631e-4;27426;484.17;2.5596e-4;0.94548;0.94548;0.85429;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1798e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.012334
0.24;0.020312;0.71808;0.55902;0.73152;0.56948;0.0039483;0;0.0039483;0;0.13958;0.10866;32.941;-106.92;0.9985;0;0;0;0;1171.7;212.45;350.55;6.2801;NaN;62.539;NaN;6.6419e-4;35280;504.77;3.955e-4;0.88281;0.88281;0.79162;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.804e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.012675
0.25;0.028393;0.898;0.62135;0.91481;0.63298;0.0055189;0;0.0055189;0;0.17455;0.12078;32.941;-106.92;0.9985;0;0;0;0;1171.5;212.27;350.52;6.2798;NaN;62.537;NaN;8.306e-4;44120;525.38;5.8346e-4;0.83277;0.83277;0.74158;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.5066e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.012933
0.26;0.038372;1.098;0.68369;1.1185;0.69649;0.0074588;0;0.0074588;0;0.21343;0.1329;32.941;-106.92;0.9985;0;0;0;0;1171.3;212.09;350.49;6.2795;NaN;62.535;NaN;0.0010156;53945;545.98;8.2926e-4;0.79172;0.79172;0.70053;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.2875e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.013189
0.27;0.050452;1.318;0.74606;1.3427;0.76002;0.0098069;0;0.0098069;0;0.2562;0.14502;32.941;-106.92;0.9985;0;0;0;0;1171.1;211.92;350.46;6.2792;NaN;62.533;NaN;0.0012191;64756;566.58;0.001143;0.75731;0.75731;0.66612;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.1467e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.013495
0.28;0.064833;1.5581;0.80844;1.5873;0.82357;0.012602;0;0.012602;0;0.30287;0.15715;32.941;-106.92;0.9985;0;0;0;0;1170.9;211.74;350.43;6.2789;NaN;62.531;NaN;0.0014412;76552;587.19;0.0015355;0.72797;0.72797;0.63677;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.0843e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.013789
# Event LIFTOFF occurred at t=0.29 seconds
0.29;0.081715;1.8183;0.87085;1.8523;0.88714;0.015884;0;0.015884;0;0.35344;0.16928;32.941;-106.92;0.9985;0;0;0;0;1170.8;211.56;350.4;6.2786;NaN;62.528;NaN;0.0016818;89335;607.79;0.0020182;0.70257;0.70257;0.61138;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.1003e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.014072
0.3;0.1013;2.0986;0.93327;2.1378;0.95073;0.019691;0;0.019691;0;0.40792;0.18141;32.941;-106.92;0.9985;0;0;0;0;1170.6;211.38;350.37;6.2783;NaN;62.526;NaN;0.0019411;103105;628.39;0.0026031;0.68034;0.68034;0.58915;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.1947e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.014357
0.31;0.12379;2.3989;0.99571;2.4438;1.0143;0.024062;0;0.024062;0;0.4663;0.19355;32.941;-106.92;0.9985;0;0;0;0;1170.4;211.21;350.34;6.278;NaN;62.524;NaN;0.0022189;117861;649;0.0033032;0.66066;0.66066;0.56947;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.3675e-6;5.7087;25.595;79;0;NaN;45.077;12.742;1101.4;0.01;0.014618
0.32;0.14938;2.7194;1.0582;2.7702;1.078;0.029036;0;0.029036;0;0.52859;0.20569;32.941;-106.92;0.9985;0;0;0;0;1170.2;211.03;350.31;6.2777;NaN;62.522;NaN;0.0025152;133604;669.6;0.0041318;0.64311;0.64311;0.55191;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.0619e-5;5.7087;25.595;79;0;NaN;45.076;12.742;1101.4;0.01;0.014871
0.33;0.17827;3.0599;1.1206;3.1172;1.1416;0.034653;0;0.034653;0;0.59478;0.21783;32.941;-106.92;0.9985;0;0;0;0;1170.1;210.85;350.28;6.2774;NaN;62.52;NaN;0.0028302;150335;690.2;0.005103;0.62731;0.62731;0.53612;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1949e-5;5.7087;25.595;79;0;NaN;45.076;12.742;1101.4;0.01;0.015127
0.34;0.21068;3.4205;1.1831;3.4845;1.2053;0.040951;0;0.040951;0;0.66488;0.22998;32.941;-106.92;0.9985;0;0;0;0;1169.9;210.67;350.25;6.2771;NaN;62.518;NaN;0.0031638;168053;710.8;0.0062314;0.61302;0.61302;0.52182;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3357e-5;5.7087;25.595;79;0;NaN;45.076;12.742;1101.4;0.01;0.015417
0.35;0.24679;3.8013;1.2456;3.8724;1.269;0.04797;0;0.04797;0;0.73889;0.24213;32.941;-106.92;0.9985;0;0;0;0;1169.7;210.5;350.22;6.2768;NaN;62.516;NaN;0.003516;186760;731.41;0.0075323;0.59999;0.59999;0.5088;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.4844e-5;5.7087;25.595;79;0;NaN;45.076;12.742;1101.4;0.01;0.015679
0.36;0.2868;4.2021;1.3082;4.2808;1.3327;0.055749;0;0.055749;0;0.81681;0.25428;32.941;-106.92;0.9985;0;0;0;0;1169.5;210.32;350.19;6.2765;NaN;62.514;NaN;0.0038867;206454;752.01;0.0090218;0.58807;0.58807;0.49687;0.036816;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6409e-5;5.7087;25.595;79;0;NaN;45.076;12.742;1101.4;0.01;0.015936
0.37;0.33093;4.6231;1.3707;4.7097;1.3964;0.064326;0;0.064326;0;0.89864;0.26644;32.941;-106.92;0.9985;0;0;0;0;1169.3;210.14;350.15;6.2762;NaN;62.512;NaN;0.0042761;227137;772.61;0.010716;0.5771;0.5771;0.4859;0.036817;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8053e-5;5.7087;25.595;79;0;NaN;45.076;12.742;1101.4;0.01;0.016264
0.38;0.37937;5.0642;1.4333;5.159;1.4601;0.073741;0;0.073741;0;0.98439;0.2786;32.941;-106.92;0.9985;0;0;0;0;1169.2;209.96;350.12;6.276;NaN;62.509;NaN;0.0046841;248809;793.22;0.012633;0.56696;0.56696;0.47576;0.036818;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.9775e-5;5.7087;25.595;79;0;NaN;45.076;12.742;1101.4;0.01;0.016531
0.39;0.43231;5.5255;1.4959;5.6289;1.5239;0.084033;0;0.084033;0;1.074;0.29077;32.941;-106.92;0.9985;0;0;0;0;1169;209.79;350.09;6.2757;NaN;62.507;NaN;0.0051108;271470;813.82;0.01479;0.55756;0.55756;0.46636;0.036819;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1576e-5;5.7087;25.595;79;0;NaN;45.075;12.742;1101.4;0.01;0.016791
0.4;0.48998;6.0069;1.5585;6.1193;1.5877;0.095242;0;0.095242;0;1.1676;0.30294;32.941;-106.92;0.9985;0;0;0;0;1168.8;209.61;350.06;6.2754;NaN;62.505;NaN;0.005556;295120;834.42;0.017205;0.54881;0.54881;0.45761;0.03682;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.3456e-5;5.7087;25.595;79;0;NaN;45.075;12.742;1101.4;0.01;0.01705
0.41;0.55255;6.5084;1.6211;6.6302;1.6515;0.10741;0;0.10741;0;1.2651;0.31511;32.941;-106.92;0.9985;0;0;0;0;1168.6;209.43;350.03;6.2751;NaN;62.503;NaN;0.0060199;319760;855.03;0.019897;0.54064;0.54064;0.44944;0.036822;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.5415e-5;5.7087;25.595;79;0;NaN;45.075;12.742;1101.4;0.01;0.017321
0.42;0.62024;7.0301;1.6838;7.1617;1.7153;0.12056;0;0.12056;0;1.3665;0.32729;32.941;-106.92;0.9985;0;0;0;0;1168.5;209.25;350;6.2748;NaN;62.501;NaN;0.0065024;345390;875.63;0.022886;0.53299;0.53299;0.44179;0.036823;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.7452e-5;5.7087;25.595;79;0;NaN;45.075;12.742;1101.4;0.01;0.017599
0.43;0.69325;7.5719;1.7464;7.7136;1.7791;0.13475;0;0.13475;0;1.4718;0.33947;32.941;-106.92;0.9985;0;0;0;0;1168.3;209.08;349.97;6.2745;NaN;62.499;NaN;0.0070036;372010;896.23;0.026192;0.52581;0.52581;0.4346;0.036825;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.9568e-5;5.7087;25.595;79;0;NaN;45.075;12.742;1101.4;0.01;0.017869
0.44;0.77178;8.1339;1.8091;8.2862;1.8429;0.15002;0;0.15002;0;1.5811;0.35165;32.941;-106.92;0.9985;0;0;0;0;1168.1;208.9;349.94;6.2742;NaN;62.497;NaN;0.0075234;399620;916.83;0.029835;0.51905;0.51905;0.42784;0.036827;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.1762e-5;5.7087;25.595;79;0;NaN;45.074;12.742;1101.4;0.01;0.02248
0.45;0.85603;8.7161;1.8718;8.8792;1.9068;0.1664;0;0.1664;0;1.6942;0.36384;32.941;-106.92;0.9985;0;0;0;0;1167.9;208.72;349.91;6.2739;NaN;62.495;NaN;0.0080619;428221;937.44;0.033838;0.51267;0.51267;0.42146;0.036829;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.4035e-5;5.7087;25.595;79;0;NaN;45.074;12.742;1101.4;0.01;0.02275
0.46;0.94621;9.3184;1.9345;9.4928;1.9707;0.18392;0;0.18392;0;1.8113;0.37603;32.941;-106.92;0.9985;0;0;0;0;1167.8;208.54;349.88;6.2736;NaN;62.493;NaN;0.008619;457814;958.04;0.038221;0.50664;0.50664;0.41542;0.036832;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.6387e-5;5.7087;25.595;79;0;NaN;45.074;12.742;1101.4;0.01;0.023002
0.47;1.0425;9.9409;1.9972;10.127;2.0346;0.20264;0;0.20264;0;1.9323;0.38822;32.941;-106.92;0.9985;0;0;0;0;1167.6;208.37;349.85;6.2733;NaN;62.49;NaN;0.0091948;488397;978.64;0.043007;0.50093;0.50093;0.40971;0.036835;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8818e-5;5.7087;25.595;79;0;NaN;45.073;12.742;1101.4;0.01;0.023256
0.48;1.1451;10.584;2.06;10.782;2.0985;0.22259;0;0.22259;0;2.0573;0.40042;32.941;-106.92;0.9985;0;0;0;0;1167.4;208.19;349.82;6.273;NaN;62.488;NaN;0.0097893;519972;999.25;0.04822;0.4955;0.4955;0.40428;0.036838;0.054385;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.1328e-5;5.7087;25.595;79;0;NaN;45.073;12.742;1101.4;0.01;0.023506
0.49;1.2543;11.247;2.1227;11.457;2.1625;0.24381;0;0.24381;0;2.1861;0.41262;32.941;-106.92;0.9985;0;0;0;0;1167.2;208.01;349.79;6.2727;NaN;62.486;NaN;0.010402;552538;1019.9;0.053883;0.49035;0.49035;0.39912;0.036841;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.3917e-5;5.7087;25.595;79;0;NaN;45.073;12.741;1101.4;0.01;0.023762
0.5;1.3702;11.93;2.1855;12.153;2.2264;0.26633;0;0.26633;0;2.3189;0.42482;32.941;-106.92;0.9985;0;0;0;0;1167;207.83;349.76;6.2724;NaN;62.484;NaN;0.011034;586096;1040.5;0.06002;0.48544;0.48544;0.3942;0.036844;0.054387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.6584e-5;5.7087;25.595;79;0;NaN;45.072;12.741;1101.4;0.01;0.024038
0.51;1.493;12.633;2.2483;12.869;2.2904;0.2902;0;0.2902;0;2.4556;0.43703;32.941;-106.92;0.9985;0;0;0;0;1166.9;207.66;349.73;6.2721;NaN;62.482;NaN;0.011685;620647;1061.1;0.066656;0.48075;0.48075;0.38952;0.036848;0.054387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.933e-5;5.7087;25.595;79;0;NaN;45.072;12.741;1101.4;0.01;0.024305
0.52;1.6229;13.356;2.3111;13.606;2.3544;0.31546;0;0.31546;0;2.5962;0.44924;32.941;-106.92;0.9985;0;0;0;0;1166.7;207.48;349.7;6.2718;NaN;62.48;NaN;0.012354;656190;1081.7;0.073816;0.47628;0.47628;0.38504;0.036853;0.054388;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.2155e-5;5.7087;25.595;79;0;NaN;45.071;12.741;1101.4;0.01;0.024543
0.53;1.7602;14.1;2.374;14.364;2.4184;0.34215;0;0.34215;0;2.7408;0.46145;32.941;-106.92;0.9985;0;0;0;0;1166.5;207.3;349.67;6.2715;NaN;62.478;NaN;0.013042;692726;1102.3;0.081526;0.472;0.472;0.38075;0.036857;0.054389;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.506e-5;5.7087;25.595;79;0;NaN;45.071;12.741;1101.4;0.01;0.02478
0.54;1.905;14.864;2.4368;15.142;2.4824;0.3703;0;0.3703;0;2.8893;0.47367;32.941;-106.92;0.9985;0;0;0;0;1166.3;207.12;349.64;6.2712;NaN;62.476;NaN;0.013749;730255;1122.9;0.089813;0.4679;0.4679;0.37665;0.036862;0.05439;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.8043e-5;5.7087;25.595;79;0;NaN;45.07;12.741;1101.4;0.01;0.025019
0.55;2.0576;15.648;2.4997;15.941;2.5465;0.39995;0;0.39995;0;3.0417;0.48589;32.941;-106.92;0.9985;0;0;0;0;1166.2;206.95;349.61;6.2709;NaN;62.473;NaN;0.014474;768777;1143.5;0.098703;0.46398;0.46398;0.37272;0.036868;0.054392;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.1105e-5;5.7087;25.595;79;0;NaN;45.07;12.741;1101.4;0.01;0.025294
