# Nominal_17 (Up to date)
# 1085 data points written for 54 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (89,8 m/s)
#
# Tempo (s);Altitude (ft);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0;0;0;-0.88301;0;0.92336;0;0;0;0;0;0.26996;32.941;-106.92;0.9985;0;0;0;0;1175.7;216.53;351.24;6.287;NaN;62.587;NaN;0;0;10.302;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;5.702e-4
0.01;0;0;-0.82273;0;0.86033;0;0;0;0;0;0.25153;32.941;-106.92;0.9985;0;0;0;0;1175.7;216.53;351.24;6.287;NaN;62.587;NaN;0;0;30.905;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;7.627e-4
0.02;0;0;-0.76243;0;0.79727;0;0;0;0;0;0.2331;32.941;-106.92;0.9985;0;0;0;0;1175.6;216.35;351.21;6.2867;NaN;62.585;NaN;0;0;51.508;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;9.162e-4
0.03;0;0;-0.70212;0;0.7342;0;0;0;0;0;0.21466;32.941;-106.92;0.9985;0;0;0;0;1175.4;216.17;351.18;6.2864;NaN;62.583;NaN;0;0;72.111;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0010681
0.04;0;0;-0.64178;0;0.6711;0;0;0;0;0;0.19621;32.941;-106.92;0.9985;0;0;0;0;1175.2;216;351.15;6.2861;NaN;62.581;NaN;0;0;92.714;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0012169
0.05;0;0;-0.58142;0;0.60799;0;0;0;0;0;0.17776;32.941;-106.92;0.9985;0;0;0;0;1175;215.82;351.12;6.2858;NaN;62.579;NaN;0;0;113.32;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0014728
0.06;0;0;-0.52105;0;0.54486;0;0;0;0;0;0.1593;32.941;-106.92;0.9985;0;0;0;0;1174.8;215.64;351.09;6.2855;NaN;62.577;NaN;0;0;133.92;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0018217
0.07;0;0;-0.46066;0;0.48171;0;0;0;0;0;0.14084;32.941;-106.92;0.9985;0;0;0;0;1174.7;215.46;351.06;6.2852;NaN;62.575;NaN;0;0;154.52;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0021643
0.08;0;0;-0.40025;0;0.41854;0;0;0;0;0;0.12237;32.941;-106.92;0.9985;0;0;0;0;1174.5;215.29;351.03;6.2849;NaN;62.573;NaN;0;0;175.13;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0024259
0.09;0;0;-0.33982;0;0.35535;0;0;0;0;0;0.10389;32.941;-106.92;0.9985;0;0;0;0;1174.3;215.11;351;6.2846;NaN;62.571;NaN;0;0;195.73;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0027831
0.1;0;0;-0.27938;0;0.29214;0;0;0;0;0;0.085415;32.941;-106.92;0.9985;0;0;0;0;1174.1;214.93;350.97;6.2843;NaN;62.568;NaN;0;0;216.33;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0030949
0.11;0;0;-0.21892;0;0.22892;0;0;0;0;0;0.066929;32.941;-106.92;0.9985;0;0;0;0;1174;214.75;350.94;6.284;NaN;62.566;NaN;0;0;236.93;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0033919
0.12;0;0;-0.15843;0;0.16567;0;0;0;0;0;0.048438;32.941;-106.92;0.9985;0;0;0;0;1173.8;214.58;350.91;6.2837;NaN;62.564;NaN;0;0;257.54;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.003711
0.13;0;0;-0.097933;0;0.10241;0;0;0;0;0;0.029941;32.941;-106.92;0.9985;0;0;0;0;1173.6;214.4;350.88;6.2834;NaN;62.562;NaN;0;0;278.14;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0039707
0.14;0;0;-0.037414;0;0.039123;0;0;0;0;0;0.011439;32.941;-106.92;0.9985;0;0;0;0;1173.4;214.22;350.85;6.2831;NaN;62.56;NaN;0;0;298.74;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.004269
0.15;0;0;0.023123;0;0.02418;0;0;0;0;0;0.0070695;32.941;-106.92;0.9985;0;0;0;0;1173.3;214.04;350.82;6.2828;NaN;62.558;NaN;0;0;319.35;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0046054
0.16;3.735e-5;0.0074776;0.083679;0.0078193;0.087502;1.1419e-5;0;1.1419e-5;0;0.0022861;0.025583;32.941;-106.92;0.9985;0;0;0;0;1173.1;213.87;350.79;6.2825;NaN;62.556;NaN;7.0995e-6;377.11;339.95;6.5923e-8;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.0275e-8;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0049558
0.17;2.469e-4;0.034441;0.14425;0.036015;0.15084;7.5486e-5;0;7.5486e-5;0;0.01053;0.044102;32.941;-106.92;0.9985;0;0;0;0;1172.9;213.69;350.76;6.2822;NaN;62.554;NaN;3.2699e-5;1736.9;360.55;1.3985e-6;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3944e-7;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0097078
0.18;8.2354e-4;0.080896;0.20484;0.084592;0.2142;2.5178e-4;0;2.5178e-4;0;0.024732;0.062627;32.941;-106.92;0.9985;0;0;0;0;1172.7;213.51;350.73;6.2819;NaN;62.552;NaN;7.6805e-5;4079.7;381.16;7.7154e-6;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.2753e-7;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.0098861
0.19;0.0019622;0.14685;0.26545;0.15356;0.27758;5.9991e-4;0;5.9991e-4;0;0.044896;0.081158;32.941;-106.92;0.9985;0;0;0;0;1172.5;213.33;350.7;6.2816;NaN;62.55;NaN;1.3942e-4;7405.8;401.76;2.5424e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.9455e-7;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.010166
0.2;0.0038579;0.2323;0.32608;0.24292;0.34098;0.0011795;0;0.0011795;0;0.071022;0.099693;32.941;-106.92;0.9985;0;0;0;0;1172.4;213.16;350.67;6.2813;NaN;62.547;NaN;2.2056e-4;11715;422.36;6.0409e-5;1.2228;1.2228;1.1316;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.4054e-7;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.010477
0.21;0.0067057;0.33727;0.38673;0.35268;0.4044;0.0020501;0;0.0020501;0;0.10311;0.11824;32.941;-106.92;0.9985;0;0;0;0;1172.2;212.98;350.64;6.281;NaN;62.545;NaN;3.2021e-4;17009;442.97;1.1316e-4;1.0867;1.0867;0.99554;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3655e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.01074
0.22;0.010701;0.46175;0.44739;0.48284;0.46784;0.0032715;0;0.0032715;0;0.14117;0.13678;32.941;-106.92;0.9985;0;0;0;0;1172;212.8;350.61;6.2807;NaN;62.543;NaN;4.384e-4;23287;463.57;1.9328e-4;0.99026;0.99026;0.89907;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8695e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.011007
0.23;0.016038;0.60575;0.50808;0.63342;0.53129;0.0049033;0;0.0049033;0;0.1852;0.15533;32.941;-106.92;0.9985;0;0;0;0;1171.8;212.62;350.58;6.2804;NaN;62.541;NaN;5.7512e-4;30549;484.17;3.0827e-4;0.91776;0.91776;0.82657;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4525e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.011288
0.24;0.022913;0.76927;0.56878;0.80442;0.59477;0.0070053;0;0.0070053;0;0.23519;0.17389;32.941;-106.92;0.9985;0;0;0;0;1171.7;212.45;350.55;6.2801;NaN;62.539;NaN;7.3037e-4;38796;504.77;4.6641e-4;0.86095;0.86095;0.76976;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.1146e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.011568
0.25;0.031521;0.95233;0.6295;0.99585;0.65826;0.009637;0;0.009637;0;0.29116;0.19246;32.941;-106.92;0.9985;0;0;0;0;1171.5;212.27;350.52;6.2798;NaN;62.537;NaN;9.0418e-4;48028;525.38;6.7666e-4;0.81501;0.81501;0.72382;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8558e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.011926
0.26;0.042057;1.1549;0.69024;1.2077;0.72177;0.012858;0;0.012858;0;0.3531;0.21103;32.941;-106.92;0.9985;0;0;0;0;1171.3;212.09;350.49;6.2795;NaN;62.535;NaN;0.0010965;58245;545.98;9.4872e-4;0.77696;0.77696;0.68577;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.676e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.012212
0.27;0.054717;1.3771;0.75099;1.44;0.78531;0.016729;0;0.016729;0;0.42101;0.2296;32.941;-106.92;0.9985;0;0;0;0;1171.1;211.92;350.46;6.2792;NaN;62.533;NaN;0.0013074;69448;566.58;0.001293;0.7448;0.7448;0.65361;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.5754e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.01236
# Event LIFTOFF occurred at t=0.28 seconds
0.28;0.069696;1.6188;0.81177;1.6927;0.84886;0.021308;0;0.021308;0;0.49491;0.24818;32.941;-106.92;0.9985;0;0;0;0;1170.9;211.74;350.43;6.2789;NaN;62.531;NaN;0.0015369;81637;587.19;0.0017204;0.7172;0.7172;0.62601;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.554e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.012646
0.29;0.08719;1.88;0.87256;1.9659;0.91243;0.026657;0;0.026657;0;0.57478;0.26677;32.941;-106.92;0.9985;0;0;0;0;1170.8;211.56;350.4;6.2786;NaN;62.528;NaN;0.0017849;94813;607.79;0.0022429;0.69319;0.69319;0.602;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.6117e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.012906
0.3;0.10739;2.1608;0.93337;2.2596;0.97602;0.032834;0;0.032834;0;0.66063;0.28536;32.941;-106.92;0.9985;0;0;0;0;1170.6;211.38;350.37;6.2783;NaN;62.526;NaN;0.0020516;108974;628.39;0.0028726;0.67207;0.67207;0.58088;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.7486e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.013121
0.31;0.1305;2.4612;0.9942;2.5737;1.0396;0.039899;0;0.039899;0;0.75246;0.30396;32.941;-106.92;0.9985;0;0;0;0;1170.4;211.21;350.34;6.278;NaN;62.524;NaN;0.0023367;124123;649;0.0036228;0.65332;0.65332;0.56212;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.9648e-6;5.7087;25.595;73;0;NaN;45.077;12.742;1101.4;0.01;0.013264
0.32;0.15672;2.7811;1.055;2.9082;1.1032;0.047913;0;0.047913;0;0.85028;0.32256;32.941;-106.92;0.9985;0;0;0;0;1170.2;211.03;350.31;6.2777;NaN;62.522;NaN;0.0026405;140258;669.6;0.004507;0.63652;0.63652;0.54532;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.126e-5;5.7087;25.595;73;0;NaN;45.076;12.742;1101.4;0.01;0.013434
0.33;0.18623;3.1207;1.1159;3.2633;1.1669;0.056935;0;0.056935;0;0.95409;0.34117;32.941;-106.92;0.9985;0;0;0;0;1170.1;210.85;350.28;6.2774;NaN;62.52;NaN;0.0029629;157381;690.2;0.0055395;0.62137;0.62137;0.53017;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.2635e-5;5.7087;25.595;73;0;NaN;45.076;12.742;1101.4;0.01;0.0136
0.34;0.21923;3.4798;1.1768;3.6388;1.2306;0.067025;0;0.067025;0;1.0639;0.35978;32.941;-106.92;0.9985;0;0;0;0;1169.9;210.67;350.25;6.2771;NaN;62.518;NaN;0.0033038;175492;710.8;0.0067353;0.60761;0.60761;0.51642;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.4089e-5;5.7087;25.595;73;0;NaN;45.076;12.742;1101.4;0.01;0.013745
0.35;0.25592;3.8585;1.2377;4.0348;1.2942;0.078242;0;0.078242;0;1.1797;0.3784;32.941;-106.92;0.9985;0;0;0;0;1169.7;210.5;350.22;6.2768;NaN;62.516;NaN;0.0036634;194591;731.41;0.00811;0.59506;0.59506;0.50386;0.036816;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5622e-5;5.7087;25.595;73;0;NaN;45.076;12.742;1101.4;0.01;0.01389
0.36;0.2965;4.2568;1.2986;4.4513;1.3579;0.090648;0;0.090648;0;1.3014;0.39702;32.941;-106.92;0.9985;0;0;0;0;1169.5;210.32;350.19;6.2765;NaN;62.514;NaN;0.0040416;214677;752.01;0.0096796;0.58354;0.58354;0.49234;0.036816;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.7235e-5;5.7087;25.595;73;0;NaN;45.076;12.742;1101.4;0.01;0.014031
0.37;0.34115;4.6747;1.3595;4.8883;1.4217;0.1043;0;0.1043;0;1.4292;0.41565;32.941;-106.92;0.9985;0;0;0;0;1169.3;210.14;350.15;6.2762;NaN;62.512;NaN;0.0044383;235753;772.61;0.011461;0.57292;0.57292;0.48172;0.036817;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8927e-5;5.7087;25.595;73;0;NaN;45.076;12.742;1101.4;0.01;0.014177
0.38;0.39009;5.1122;1.4205;5.3458;1.4854;0.11926;0;0.11926;0;1.563;0.43429;32.941;-106.92;0.9985;0;0;0;0;1169.2;209.96;350.12;6.276;NaN;62.509;NaN;0.0048537;257817;793.22;0.013472;0.56309;0.56309;0.47189;0.036818;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0698e-5;5.7087;25.595;73;0;NaN;45.076;12.742;1101.4;0.01;0.014317
0.39;0.44349;5.5693;1.4815;5.8238;1.5492;0.13559;0;0.13559;0;1.7027;0.45293;32.941;-106.92;0.9985;0;0;0;0;1169;209.79;350.09;6.2757;NaN;62.507;NaN;0.0052877;280870;813.82;0.015729;0.55397;0.55397;0.46277;0.03682;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.2549e-5;5.7087;25.595;73;0;NaN;45.075;12.742;1101.4;0.01;0.014579
0.4;0.50157;6.0461;1.5425;6.3223;1.6129;0.15335;0;0.15335;0;1.8485;0.47158;32.941;-106.92;0.9985;0;0;0;0;1168.8;209.61;350.06;6.2754;NaN;62.505;NaN;0.0057404;304912;834.42;0.018253;0.54546;0.54546;0.45426;0.036821;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4479e-5;5.7087;25.595;73;0;NaN;45.075;12.742;1101.4;0.01;0.014731
0.41;0.56451;6.5425;1.6035;6.8414;1.6767;0.17259;0;0.17259;0;2.0002;0.49023;32.941;-106.92;0.9985;0;0;0;0;1168.6;209.43;350.03;6.2751;NaN;62.503;NaN;0.0062116;329944;855.03;0.021061;0.53751;0.53751;0.44631;0.036822;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.6489e-5;5.7087;25.595;73;0;NaN;45.075;12.742;1101.4;0.01;0.01498
0.42;0.63252;7.0585;1.6645;7.381;1.7405;0.19338;0;0.19338;0;2.158;0.50889;32.941;-106.92;0.9985;0;0;0;0;1168.5;209.25;350;6.2748;NaN;62.501;NaN;0.0067016;355966;875.63;0.024175;0.53005;0.53005;0.43885;0.036824;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.8578e-5;5.7087;25.595;73;0;NaN;45.075;12.742;1101.4;0.01;0.015387
0.43;0.70578;7.5941;1.7255;7.9411;1.8044;0.21578;0;0.21578;0;2.3217;0.52755;32.941;-106.92;0.9985;0;0;0;0;1168.3;209.08;349.97;6.2745;NaN;62.499;NaN;0.0072101;382979;896.23;0.027613;0.52305;0.52305;0.43184;0.036826;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.0747e-5;5.7087;25.595;73;0;NaN;45.074;12.742;1101.4;0.01;0.015641
0.44;0.7845;8.1494;1.7866;8.5217;1.8682;0.23985;0;0.23985;0;2.4915;0.54622;32.941;-106.92;0.9985;0;0;0;0;1168.1;208.9;349.94;6.2742;NaN;62.497;NaN;0.0077373;410981;916.83;0.031397;0.51645;0.51645;0.42523;0.036828;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.2995e-5;5.7087;25.595;73;0;NaN;45.074;12.742;1101.4;0.01;0.015889
0.45;0.86887;8.7243;1.8477;9.1229;1.9321;0.26564;0;0.26564;0;2.6673;0.56489;32.941;-106.92;0.9985;0;0;0;0;1167.9;208.72;349.91;6.2739;NaN;62.495;NaN;0.0082832;439974;937.44;0.035549;0.51021;0.51021;0.419;0.03683;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.5323e-5;5.7087;25.595;73;0;NaN;45.074;12.742;1101.4;0.01;0.016141
0.46;0.95908;9.3189;1.9088;9.7447;1.996;0.29322;0;0.29322;0;2.8491;0.58357;32.941;-106.92;0.9985;0;0;0;0;1167.8;208.54;349.88;6.2736;NaN;62.493;NaN;0.0088477;469958;958.04;0.040091;0.50431;0.50431;0.41309;0.036833;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.773e-5;5.7087;25.595;73;0;NaN;45.074;12.742;1101.4;0.01;0.016394
0.47;1.0553;9.9331;1.9699;10.387;2.0599;0.32265;0;0.32265;0;3.0369;0.60225;32.941;-106.92;0.9985;0;0;0;0;1167.6;208.37;349.85;6.2733;NaN;62.49;NaN;0.0094309;500934;978.64;0.045044;0.49872;0.49872;0.4075;0.036836;0.054385;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0217e-5;5.7087;25.595;73;0;NaN;45.073;12.742;1101.4;0.01;0.016686
0.48;1.1578;10.567;2.031;11.05;2.1238;0.35399;0;0.35399;0;3.2307;0.62094;32.941;-106.92;0.9985;0;0;0;0;1167.4;208.19;349.82;6.273;NaN;62.488;NaN;0.010033;532901;999.25;0.050434;0.49341;0.49341;0.40218;0.036839;0.054385;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.2783e-5;5.7087;25.595;73;0;NaN;45.073;12.742;1101.4;0.01;0.01694
0.49;1.2668;11.221;2.0921;11.733;2.1877;0.38729;0;0.38729;0;3.4305;0.63963;32.941;-106.92;0.9985;0;0;0;0;1167.2;208.01;349.79;6.2727;NaN;62.486;NaN;0.010653;565859;1019.9;0.056283;0.48835;0.48835;0.39712;0.036842;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.5429e-5;5.7087;25.595;73;0;NaN;45.072;12.741;1101.4;0.01;0.017236
0.5;1.3824;11.894;2.1533;12.437;2.2517;0.42263;0;0.42263;0;3.6363;0.65833;32.941;-106.92;0.9985;0;0;0;0;1167;207.83;349.76;6.2724;NaN;62.484;NaN;0.011292;599810;1040.5;0.062615;0.48353;0.48353;0.3923;0.036846;0.054387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.8155e-5;5.7087;25.595;73;0;NaN;45.072;12.741;1101.4;0.01;0.021794
0.51;1.5048;12.587;2.2145;13.162;2.3157;0.46005;0;0.46005;0;3.8482;0.67704;32.941;-106.92;0.9985;0;0;0;0;1166.9;207.66;349.73;6.2721;NaN;62.482;NaN;0.01195;634752;1061.1;0.069457;0.47894;0.47894;0.3877;0.03685;0.054388;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.0961e-5;5.7087;25.595;73;0;NaN;45.072;12.741;1101.4;0.01;0.02194
0.52;1.6342;13.299;2.2757;13.907;2.3797;0.49962;0;0.49962;0;4.066;0.69575;32.941;-106.92;0.9985;0;0;0;0;1166.7;207.48;349.7;6.2718;NaN;62.48;NaN;0.012627;670687;1081.7;0.076833;0.47454;0.47454;0.3833;0.036854;0.054389;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.3846e-5;5.7087;25.595;73;0;NaN;45.071;12.741;1101.4;0.01;0.022082
0.53;1.7708;14.032;2.3369;14.673;2.4437;0.5414;0;0.5414;0;4.2899;0.71446;32.941;-106.92;0.9985;0;0;0;0;1166.5;207.3;349.67;6.2715;NaN;62.478;NaN;0.013322;707615;1102.3;0.084769;0.47034;0.47034;0.37909;0.036859;0.05439;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.6811e-5;5.7087;25.595;73;0;NaN;45.071;12.741;1101.4;0.01;0.02222
0.54;1.9149;14.784;2.3981;15.459;2.5077;0.58545;0;0.58545;0;4.5198;0.73318;32.941;-106.92;0.9985;0;0;0;0;1166.3;207.12;349.64;6.2712;NaN;62.476;NaN;0.014036;745536;1122.9;0.093293;0.46631;0.46631;0.37506;0.036864;0.054391;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.9855e-5;5.7087;25.595;73;0;NaN;45.07;12.741;1101.4;0.01;0.022362
0.55;2.0666;15.555;2.4594;16.266;2.5718;0.63183;0;0.63183;0;4.7558;0.75191;32.941;-106.92;0.9985;0;0;0;0;1166.2;206.95;349.61;6.2709;NaN;62.473;NaN;0.014769;784450;1143.5;0.10243;0.46245;0.46245;0.37119;0.03687;0.054392;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.298e-5;5.7087;25.595;73;0;NaN;45.07;12.741;1101.4;0.01;0.022509
0.56;2.2261;16.347;2.5206;17.094;2.6358;0.68059;0;0.68059;0;4.9977;0.77064;32.941;-106.92;0.9985;0;0;0;0;1166;206.77;349.58;6.2706;NaN;62.471;NaN;0.01552;824357;1164.1;0.11221;0.45874;0.45874;0.36747;0.036876;0.054394;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.6184e-5;5.7087;25.595;73;0;NaN;45.069;12.741;1101.4;0.01;0.022648
0.57;2.3936;17.158;2.5819;17.942;2.6999;0.73181;0;0.73181;0;5.2457;0.78937;32.941;-106.92;0.9985;0;0;0;0;1165.8;206.59;349.55;6.2703;NaN;62.469;NaN;0.01629;865259;1184.7;0.12266;0.45518;0.45518;0.3639;0.036883;0.054395;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.9468e-5;5.7087;25.595;73;0;NaN;45.068;12.741;1101.4;0.01;0.022785
0.58;2.5694;17.989;2.6432;18.811;2.764;0.78554;0;0.78554;0;5.4997;0.80811;32.941;-106.92;0.9985;0;0;0;0;1165.6;206.41;349.52;6.27;NaN;62.467;NaN;0.017079;907153;1205.3;0.13381;0.45175;0.45175;0.36046;0.03689;0.054397;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.2832e-5;5.7087;25.595;73;0;NaN;45.068;12.741;1101.4;0.01;0.022926
